listing_id,room_type,accomodates,min_date,max_date,timedelta (days),timedelta > 3 months,timedelta = 0,št. reviewev v zadnjih 12 mesecih,"število mesecev, v katerem so prejeli review",latitude,longitude,reviews,overall_satisfaction,price
21671754,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.051055,14.518174,22,4.5,67
21678371,Entire home/apt,6,,,0,FALSE,TRUE,0,0,46.049908,14.51235,9,5,142
21691430,Entire home/apt,2,2017-12-04,2018-10-01,301,TRUE,FALSE,32,11,46.04932,14.505571,26,5,96
21706433,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.067863,14.51205,21,5,41
21713517,Shared room,2,2017-11-30,2018-09-06,280,TRUE,FALSE,18,8,46.059256,14.521796,15,4.5,22
21720846,Entire home/apt,4,2018-04-05,2018-04-05,0,FALSE,TRUE,1,1,46.054041,14.531574,1,\N,47
21721055,Entire home/apt,6,2018-04-28,2018-04-28,0,FALSE,TRUE,1,1,46.049388,14.507693,1,\N,604
21733872,Entire home/apt,2,2017-11-19,2018-10-26,341,TRUE,FALSE,34,8,46.042278,14.498434,13,5,77
21761729,Entire home/apt,4,2017-12-30,2018-12-13,348,TRUE,FALSE,78,12,46.061786,14.497007,40,5,57
21763360,Entire home/apt,6,2017-12-10,2018-10-28,322,TRUE,FALSE,6,5,46.065431,14.525475,2,\N,121
21766407,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.035371,14.486657,23,5,72
21792765,Entire home/apt,4,2017-12-10,2018-11-17,342,TRUE,FALSE,32,12,46.047624,14.512793,21,5,54
21794743,Entire home/apt,4,2017-12-10,2018-11-04,329,TRUE,FALSE,14,9,46.044184,14.488284,8,4.5,84
21814658,Entire home/apt,3,,,0,FALSE,TRUE,0,0,46.057842,14.539605,1,\N,84
21836236,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.046295,14.544381,1,\N,72
21860925,Entire home/apt,4,2017-12-10,2018-12-08,363,TRUE,FALSE,14,7,46.032803,14.527745,8,5,78
21865114,Entire home/apt,6,2017-11-30,2018-10-04,308,TRUE,FALSE,7,6,46.086101,14.620748,5,5,36
21865627,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.048383,14.500613,8,5,83
21876086,Entire home/apt,4,2017-12-09,2018-12-03,359,TRUE,FALSE,17,8,46.03176,14.529294,8,5,72
21877876,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.083367,14.458783,10,5,60
21886833,Entire home/apt,2,2017-12-09,2018-12-01,357,TRUE,FALSE,70,12,46.048765,14.512914,39,5,61
21917489,Entire home/apt,5,2017-12-10,2018-12-09,364,TRUE,FALSE,56,12,46.052841,14.516234,28,5,76
21929102,Private room,2,,,0,FALSE,TRUE,0,0,46.044824,14.482347,4,5,24
21929867,Entire home/apt,2,2018-01-01,2018-08-05,216,TRUE,FALSE,12,6,46.061669,14.496954,6,4.5,48
21935728,Entire home/apt,4,2017-11-28,2018-11-11,348,TRUE,FALSE,89,12,46.040458,14.503199,52,5,44
21947867,Entire home/apt,4,2017-12-10,2018-12-04,359,TRUE,FALSE,32,11,46.061334,14.515514,13,5,55
21955118,Entire home/apt,8,2017-12-10,2018-09-01,265,TRUE,FALSE,9,7,46.051593,14.50841,6,5,356
21970294,Entire home/apt,6,,,0,FALSE,TRUE,0,0,46.074885,14.487974,1,\N,77
21979129,Entire home/apt,3,2018-01-01,2018-09-04,246,TRUE,FALSE,11,8,46.050114,14.512947,7,5,78
21980204,Entire home/apt,2,2017-12-30,2018-12-02,337,TRUE,FALSE,47,12,46.055534,14.504731,20,5,55
21981183,Entire home/apt,5,2017-12-10,2018-10-29,323,TRUE,FALSE,20,10,46.073792,14.508234,8,4.5,72
21988608,Entire home/apt,5,2018-01-02,2018-09-08,249,TRUE,FALSE,27,8,46.052124,14.508169,14,5,181
21993309,Entire home/apt,6,,,0,FALSE,TRUE,0,0,46.069935,14.539298,5,5,84
22003593,Entire home/apt,4,2017-12-09,2018-11-04,330,TRUE,FALSE,18,10,46.043914,14.479487,6,5,78
22005086,Entire home/apt,5,2018-01-02,2018-10-26,297,TRUE,FALSE,4,4,46.062754,14.498701,2,\N,127
22021431,Entire home/apt,6,2017-12-20,2018-11-21,336,TRUE,FALSE,14,8,46.050995,14.506263,6,5,362
22027797,Entire home/apt,2,2017-12-06,2018-12-09,368,TRUE,FALSE,93,12,46.054227,14.502284,49,5,54
22032139,Entire home/apt,5,2017-12-10,2018-11-28,353,TRUE,FALSE,33,10,46.047787,14.492774,16,5,42
22040157,Private room,2,,,0,FALSE,TRUE,0,0,46.054777,14.596278,3,4,28
22040860,Private room,2,,,0,FALSE,TRUE,0,0,46.055748,14.595695,3,4.5,28
22041144,Private room,2,,,0,FALSE,TRUE,0,0,46.056355,14.597365,1,\N,28
22070320,Entire home/apt,4,2018-01-02,2018-09-24,265,TRUE,FALSE,6,6,46.037249,14.48973,3,5,61
22075318,Entire home/apt,8,2018-01-02,2018-10-07,278,TRUE,FALSE,15,7,46.051862,14.510312,6,5,436
22075392,Private room,2,,,0,FALSE,TRUE,0,0,46.072064,14.539404,1,\N,34
22079770,Entire home/apt,2,2018-01-01,2018-08-06,217,TRUE,FALSE,4,3,46.057735,14.504377,3,5,78
22095894,Entire home/apt,2,2017-12-10,2018-10-28,322,TRUE,FALSE,90,11,46.047005,14.480864,51,5,39
22099824,Entire home/apt,2,2018-01-30,2018-12-09,313,TRUE,FALSE,60,12,46.136465,14.593099,29,5,34
22102347,Entire home/apt,4,2017-12-31,2018-09-16,259,TRUE,FALSE,16,8,46.043862,14.456227,8,5,46
22103288,Entire home/apt,8,2018-01-01,2018-07-31,211,TRUE,FALSE,4,3,46.057399,14.520117,3,4.5,78
22103593,Entire home/apt,3,2017-12-10,2018-11-15,340,TRUE,FALSE,13,9,46.048762,14.494803,8,4.5,60
22114522,Entire home/apt,5,2018-03-11,2018-08-02,144,TRUE,FALSE,4,3,46.071429,14.484309,3,4.5,91
22122332,Entire home/apt,3,,,0,FALSE,TRUE,0,0,46.042735,14.503045,0,\N,61
22131709,Entire home/apt,2,2017-12-17,2018-08-16,242,TRUE,FALSE,7,6,46.041284,14.502747,6,4,42
22134144,Entire home/apt,4,2018-01-02,2018-01-02,0,FALSE,TRUE,1,1,46.089106,14.514729,1,\N,236
22134151,Entire home/apt,2,2017-12-25,2018-10-22,301,TRUE,FALSE,26,11,46.050931,14.511129,16,5,61
22138018,Entire home/apt,2,2018-01-01,2018-09-02,244,TRUE,FALSE,6,4,46.056631,14.503077,2,\N,96
22142703,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.084939,14.514731,0,\N,236
22158630,Entire home/apt,2,2017-12-27,2018-12-11,349,TRUE,FALSE,54,12,46.044489,14.503082,31,5,65
22169704,Entire home/apt,9,2018-01-02,2018-11-29,331,TRUE,FALSE,27,9,46.023353,14.525116,11,5,58
22177516,Entire home/apt,3,2018-03-27,2018-03-27,0,FALSE,TRUE,1,1,46.040986,14.501289,1,\N,48
22183300,Entire home/apt,3,,,0,FALSE,TRUE,0,0,46.053433,14.532217,5,5,67
22187545,Entire home/apt,7,2018-01-02,2018-04-28,116,TRUE,FALSE,5,4,46.026663,14.541024,5,5,121
22220465,Entire home/apt,4,2018-03-25,2018-12-11,261,TRUE,FALSE,32,10,46.069744,14.511016,12,5,74
22270933,Entire home/apt,7,,,0,FALSE,TRUE,0,0,46.056065,14.507975,23,5,130
22289250,Shared room,1,,,0,FALSE,TRUE,0,0,46.027696,14.511869,1,\N,21
22314733,Entire home/apt,4,2017-12-31,2018-08-30,242,TRUE,FALSE,6,5,46.049125,14.505336,4,5,90
22318119,Entire home/apt,4,2018-01-01,2018-11-03,306,TRUE,FALSE,11,8,46.041813,14.502425,8,5,60
22332551,Entire home/apt,6,,,0,FALSE,TRUE,0,0,46.056262,14.514511,16,5,72
22340942,Entire home/apt,4,2018-01-03,2018-05-24,141,TRUE,FALSE,10,5,46.070143,14.549455,10,5,81
22353552,Entire home/apt,5,,,0,FALSE,TRUE,0,0,46.052179,14.502813,1,\N,230
22369243,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.044723,14.509547,1,\N,78
22382418,Entire home/apt,3,2017-12-31,2018-11-12,316,TRUE,FALSE,21,11,46.04879,14.502082,13,4.5,97
22384536,Entire home/apt,2,2018-02-11,2018-12-04,296,TRUE,FALSE,50,11,46.043171,14.51,21,5,61
22399787,Entire home/apt,6,2018-01-01,2018-10-30,302,TRUE,FALSE,6,4,46.085542,14.620716,1,\N,36
22416263,Entire home/apt,7,2017-12-29,2018-10-01,276,TRUE,FALSE,33,11,46.048512,14.493168,18,4.5,75
22428021,Entire home/apt,14,2018-08-20,2018-08-20,0,FALSE,TRUE,1,1,46.058754,14.520226,0,\N,423
22430564,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.064246,14.61301,2,\N,60
22447875,Entire home/apt,2,2018-02-10,2018-09-27,229,TRUE,FALSE,27,7,46.030415,14.501548,12,5,36
22449371,Entire home/apt,2,2017-12-31,2018-10-08,281,TRUE,FALSE,56,11,46.052841,14.516234,35,5,55
22461221,Private room,2,2018-01-09,2018-10-28,292,TRUE,FALSE,12,6,46.06294,14.50655,5,5,48
22461361,Shared room,1,,,0,FALSE,TRUE,0,0,46.026824,14.509688,1,\N,22
22461861,Private room,2,2018-03-11,2018-11-04,238,TRUE,FALSE,21,8,46.063648,14.506916,7,4.5,44
22462189,Shared room,1,,,0,FALSE,TRUE,0,0,46.026561,14.511104,0,\N,22
22462300,Entire home/apt,6,2018-01-01,2018-10-26,298,TRUE,FALSE,17,7,46.043521,14.504978,9,5,121
22462472,Private room,2,2018-03-17,2018-11-04,232,TRUE,FALSE,23,9,46.063801,14.507488,5,5,44
22462707,Private room,2,,,0,FALSE,TRUE,0,0,46.027725,14.510202,0,\N,61
22463392,Private room,2,,,0,FALSE,TRUE,0,0,46.02654,14.511538,0,\N,61
22467787,Private room,2,2018-07-30,2018-08-13,14,FALSE,FALSE,2,2,46.030986,14.52564,0,\N,61
22479336,Entire home/apt,7,2018-01-01,2018-08-29,240,TRUE,FALSE,15,4,46.030077,14.501549,6,4.5,109
22494370,Entire home/apt,4,2018-04-02,2018-10-29,210,TRUE,FALSE,4,4,46.04908,14.510293,2,\N,109
22495859,Entire home/apt,2,2018-08-07,2018-08-07,0,FALSE,TRUE,1,1,46.049324,14.511004,0,\N,88
22527823,Entire home/apt,6,2018-01-15,2018-12-02,321,TRUE,FALSE,91,12,46.049693,14.487829,48,5,91
22575932,Private room,8,2018-08-15,2018-08-15,0,FALSE,TRUE,1,1,46.055206,14.522363,0,\N,36
22580831,Entire home/apt,2,2018-07-08,2018-07-08,0,FALSE,TRUE,1,1,46.057532,14.509873,1,\N,67
22582243,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.060268,14.519627,0,\N,108
22604287,Private room,2,2018-05-02,2018-10-21,172,TRUE,FALSE,6,5,46.063015,14.508124,3,4.5,48
22604369,Private room,2,2018-03-18,2018-11-04,231,TRUE,FALSE,15,8,46.062923,14.507434,5,5,44
22608078,Entire home/apt,2,2018-04-07,2018-09-30,176,TRUE,FALSE,8,3,46.043274,14.512047,4,5,35
22622693,Private room,2,2018-03-25,2018-10-05,194,TRUE,FALSE,4,4,46.039014,14.504766,2,\N,48
22642117,Entire home/apt,6,2018-04-03,2018-11-18,229,TRUE,FALSE,42,8,46.052994,14.504063,18,5,83
22708609,Private room,3,2018-04-02,2018-11-03,215,TRUE,FALSE,5,4,46.064926,14.507391,2,\N,72
22708655,Private room,2,2018-04-15,2018-11-26,225,TRUE,FALSE,12,7,46.063047,14.508888,3,5,48
22708703,Private room,3,2018-04-01,2018-11-18,231,TRUE,FALSE,10,5,46.063319,14.506676,2,\N,72
22708755,Private room,2,2018-04-01,2018-10-28,210,TRUE,FALSE,11,7,46.064641,14.508463,3,4,48
22708799,Private room,2,2018-01-21,2018-11-04,287,TRUE,FALSE,20,9,46.063461,14.508351,7,4.5,44
22708828,Private room,2,2018-04-02,2018-11-26,238,TRUE,FALSE,18,7,46.062899,14.506556,10,5,44
22713827,Entire home/apt,5,2018-04-02,2018-09-24,175,TRUE,FALSE,21,6,46.043653,14.496827,6,5,77
22715163,Entire home/apt,3,2018-04-01,2018-10-19,201,TRUE,FALSE,4,4,46.052109,14.513642,1,\N,88
22718193,Private room,2,2018-06-18,2018-11-22,157,TRUE,FALSE,34,6,46.029797,14.496158,4,5,29
22721942,Entire home/apt,3,2018-01-28,2018-12-02,308,TRUE,FALSE,55,12,46.049131,14.515841,29,5,65
22764210,Entire home/apt,2,2018-04-07,2018-07-18,102,TRUE,FALSE,4,2,46.030611,14.471936,3,4.5,63
22764211,Entire home/apt,2,2018-04-08,2018-08-30,144,TRUE,FALSE,2,2,46.030871,14.473298,1,\N,42
22764212,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.030596,14.47321,0,\N,63
22765452,Entire home/apt,2,2018-04-30,2018-04-30,0,FALSE,TRUE,1,1,46.032184,14.473017,1,\N,42
22782104,Entire home/apt,2,2018-02-05,2018-11-04,272,TRUE,FALSE,50,10,46.059782,14.514776,25,5,61
22786239,Entire home/apt,1,,,0,FALSE,TRUE,0,0,46.055082,14.514808,0,\N,143
22788890,Entire home/apt,3,2018-03-25,2018-11-05,225,TRUE,FALSE,21,8,46.054076,14.516888,10,5,78
22802128,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.06192,14.513315,3,4,91
22811013,Entire home/apt,6,2018-04-15,2018-10-04,172,TRUE,FALSE,35,7,46.044391,14.503114,11,5,77
22833679,Entire home/apt,4,2018-04-30,2018-12-10,224,TRUE,FALSE,15,8,46.048036,14.504272,9,5,224
22841580,Private room,3,2018-02-12,2018-06-16,124,TRUE,FALSE,4,4,46.056913,14.512664,4,5,61
22854634,Private room,4,2018-04-23,2018-08-12,111,TRUE,FALSE,2,2,46.105033,14.457035,1,\N,58
22854836,Private room,4,2018-04-29,2018-08-08,101,TRUE,FALSE,2,2,46.107115,14.456373,1,\N,70
22854971,Private room,2,2018-02-08,2018-11-12,277,TRUE,FALSE,7,6,46.105192,14.45809,3,5,34
22879238,Entire home/apt,4,2018-02-13,2018-08-25,193,TRUE,FALSE,36,7,46.046532,14.518358,20,5,100
22933626,Entire home/apt,2,2018-01-26,2018-09-11,228,TRUE,FALSE,5,3,46.030225,14.503054,1,\N,36
22936092,Shared room,2,2018-02-03,2018-08-04,182,TRUE,FALSE,3,3,46.030184,14.502872,2,\N,24
22936938,Entire home/apt,7,2018-05-25,2018-08-17,84,FALSE,FALSE,12,4,46.028691,14.5034,7,5,109
22975366,Entire home/apt,3,2018-02-12,2018-11-13,274,TRUE,FALSE,34,8,46.061322,14.49802,16,5,61
22983550,Entire home/apt,4,2018-02-04,2018-11-19,288,TRUE,FALSE,44,10,46.049304,14.502532,21,5,97
22992520,Private room,2,2018-05-29,2018-08-18,81,FALSE,FALSE,4,3,46.100159,14.519258,2,\N,77
23017892,Entire home/apt,2,2018-04-02,2018-07-27,116,TRUE,FALSE,4,3,46.045432,14.501236,3,5,78
23081416,Entire home/apt,5,,,0,FALSE,TRUE,0,0,46.046815,14.505363,2,\N,103
23097143,Entire home/apt,5,2018-03-19,2018-11-28,254,TRUE,FALSE,77,9,46.048577,14.505942,28,5,58
23104294,Private room,1,2018-02-24,2018-11-14,263,TRUE,FALSE,36,10,46.075973,14.504653,19,5,24
23155671,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.070862,14.510944,0,\N,70
23156877,Entire home/apt,2,2018-03-25,2018-09-16,175,TRUE,FALSE,9,7,46.063385,14.496147,5,5,57
23157492,Entire home/apt,1,2018-07-13,2018-09-27,76,FALSE,FALSE,14,3,46.0567,14.512103,0,\N,27
23161672,Entire home/apt,2,2018-06-18,2018-09-24,98,TRUE,FALSE,18,4,46.046712,14.501187,4,4.5,48
23182572,Entire home/apt,3,2018-03-31,2018-10-03,186,TRUE,FALSE,21,8,46.04362,14.501717,10,5,77
23195435,Entire home/apt,2,2018-07-04,2018-09-25,83,FALSE,FALSE,18,3,46.046165,14.499834,2,\N,48
23196151,Entire home/apt,2,2018-07-02,2018-10-01,91,FALSE,FALSE,15,4,46.046659,14.500732,1,\N,48
23214750,Entire home/apt,4,2018-04-02,2018-09-25,176,TRUE,FALSE,3,3,46.044071,14.502076,2,\N,103
23224399,Entire home/apt,3,2018-04-22,2018-10-07,168,TRUE,FALSE,17,6,46.044445,14.501659,4,5,70
23263239,Entire home/apt,3,,,0,FALSE,TRUE,0,0,46.052134,14.512246,0,\N,96
23290422,Entire home/apt,1,,,0,FALSE,TRUE,0,0,46.07931,14.456877,0,\N,187
23290487,Entire home/apt,4,2018-03-18,2018-08-01,136,TRUE,FALSE,11,6,46.049009,14.512295,8,5,72
23305070,Entire home/apt,3,2018-04-04,2018-10-28,207,TRUE,FALSE,7,5,46.03667,14.530575,1,\N,36
23337544,Entire home/apt,6,2018-03-21,2018-12-08,262,TRUE,FALSE,29,10,46.048278,14.492068,15,5,115
23340522,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.047294,14.503946,0,\N,121
23362765,Entire home/apt,6,2018-03-14,2018-11-25,256,TRUE,FALSE,7,5,46.045412,14.507209,1,\N,97
23375542,Entire home/apt,8,2018-05-24,2018-10-21,150,TRUE,FALSE,5,5,46.047178,14.506833,2,\N,339
23425870,Entire home/apt,2,2018-05-13,2018-09-30,140,TRUE,FALSE,11,3,46.04506,14.495883,3,4.5,52
23457836,Entire home/apt,4,2018-05-09,2018-12-06,211,TRUE,FALSE,5,4,46.049397,14.511223,2,\N,116
23457913,Entire home/apt,4,2018-07-16,2018-07-16,0,FALSE,TRUE,1,1,46.049397,14.511223,0,\N,131
23458169,Entire home/apt,4,2018-07-31,2018-07-31,0,FALSE,TRUE,1,1,46.049397,14.511223,0,\N,131
23458247,Entire home/apt,4,2018-06-06,2018-10-19,135,TRUE,FALSE,9,3,46.049397,14.511223,4,5,131
23467868,Entire home/apt,3,2018-04-19,2018-08-20,123,TRUE,FALSE,3,3,46.055893,14.511045,1,\N,85
23482596,Entire home/apt,5,2018-04-02,2018-12-12,254,TRUE,FALSE,38,9,46.046107,14.504084,11,5,121
23489822,Entire home/apt,4,2018-03-24,2018-08-11,140,TRUE,FALSE,7,5,46.048058,14.507783,5,5,78
23497735,Private room,2,2018-04-01,2018-10-24,206,TRUE,FALSE,20,7,46.059943,14.517004,6,5,42
23529858,Entire home/apt,3,2018-03-18,2018-12-07,264,TRUE,FALSE,71,10,46.064465,14.517387,32,5,55
23545147,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.050241,14.505851,0,\N,158
23585476,Entire home/apt,4,2018-04-08,2018-05-05,27,FALSE,FALSE,2,2,46.055336,14.505786,2,\N,83
23592639,Entire home/apt,5,2018-03-25,2018-12-09,259,TRUE,FALSE,91,10,46.051929,14.508684,36,5,78
23601084,Entire home/apt,4,2018-03-21,2018-10-30,223,TRUE,FALSE,43,8,46.103067,14.465985,17,5,42
23606529,Entire home/apt,6,2018-07-26,2018-09-30,66,FALSE,FALSE,6,3,46.05269,14.546566,0,\N,103
23608496,Entire home/apt,8,2018-03-29,2018-12-01,247,TRUE,FALSE,12,9,46.064455,14.510484,6,5,57
23618236,Private room,3,,,0,FALSE,TRUE,0,0,46.067899,14.502952,0,\N,145
23622724,Entire home/apt,2,2018-04-01,2018-11-30,243,TRUE,FALSE,76,8,46.072464,14.538139,29,5,39
23624805,Entire home/apt,4,2018-10-04,2018-11-25,52,FALSE,FALSE,3,2,46.051694,14.515637,0,\N,112
23638257,Entire home/apt,4,2018-06-22,2018-10-29,129,TRUE,FALSE,4,3,46.049397,14.511223,2,\N,145
23639411,Entire home/apt,5,2018-04-04,2018-05-27,53,FALSE,FALSE,4,2,46.047871,14.505015,4,5,144
23660035,Entire home/apt,4,2018-05-15,2018-05-15,0,FALSE,TRUE,1,1,46.054767,14.505193,1,\N,96
23660284,Entire home/apt,2,2018-03-24,2018-09-09,169,TRUE,FALSE,16,7,46.054541,14.505426,12,5,64
23706522,Shared room,2,2018-03-31,2018-09-17,170,TRUE,FALSE,30,7,46.044342,14.49645,14,5,24
23707174,Shared room,2,2018-03-24,2018-12-02,253,TRUE,FALSE,40,10,46.044211,14.498324,15,5,24
23707479,Entire home/apt,6,2018-05-06,2018-09-24,141,TRUE,FALSE,7,4,46.077126,14.477646,1,\N,109
23740926,Entire home/apt,2,2018-04-28,2018-10-07,162,TRUE,FALSE,19,6,46.047029,14.456562,11,5,60
23741130,Shared room,6,2018-03-13,2018-05-13,61,FALSE,FALSE,5,3,46.074002,14.509668,5,5,78
23763857,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.073288,14.486805,10,5,105
23764272,Private room,2,2018-07-13,2018-10-21,100,TRUE,FALSE,3,3,46.046433,14.495245,0,\N,46
23764775,Entire home/apt,2,2018-03-31,2018-10-28,211,TRUE,FALSE,15,7,46.043415,14.485187,6,5,68
23804305,Private room,3,,,0,FALSE,TRUE,0,0,46.045813,14.496973,0,\N,55
23864938,Shared room,6,2018-03-31,2018-10-13,196,TRUE,FALSE,9,7,46.072702,14.509686,7,5,78
23869665,Entire home/apt,5,,,0,FALSE,TRUE,0,0,46.06127,14.615599,0,\N,156
23876050,Entire home/apt,4,2018-03-26,2018-11-30,249,TRUE,FALSE,36,9,46.046448,14.504059,20,5,100
23896770,Entire home/apt,6,2018-04-01,2018-12-09,252,TRUE,FALSE,68,9,46.053387,14.510153,27,5,145
23914229,Private room,2,2018-04-28,2018-09-03,128,TRUE,FALSE,10,6,46.081438,14.509654,7,4.5,22
23914750,Entire home/apt,4,2018-05-01,2018-10-01,153,TRUE,FALSE,12,6,46.053131,14.518193,5,4,61
23920344,Entire home/apt,5,2018-04-02,2018-10-29,210,TRUE,FALSE,25,7,46.046619,14.507693,12,4.5,119
23958097,Entire home/apt,8,,,0,FALSE,TRUE,0,0,46.054509,14.595866,0,\N,118
23975679,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.039504,14.491847,0,\N,242
24002375,Entire home/apt,5,2018-04-30,2018-11-04,188,TRUE,FALSE,24,8,46.044142,14.500574,11,5,123
24027704,Entire home/apt,2,2018-04-22,2018-11-04,196,TRUE,FALSE,13,8,46.056595,14.506591,3,4.5,91
24028377,Entire home/apt,6,2018-04-01,2018-11-04,217,TRUE,FALSE,38,8,46.061212,14.514021,13,4,78
24028662,Entire home/apt,2,2018-05-02,2018-10-03,154,TRUE,FALSE,22,6,46.060957,14.515703,5,4,55
24028805,Entire home/apt,2,2018-05-02,2018-09-22,143,TRUE,FALSE,16,5,46.062172,14.515902,9,4.5,55
24028939,Entire home/apt,2,2018-04-01,2018-11-03,216,TRUE,FALSE,24,8,46.062939,14.513659,8,4.5,54
24034529,Shared room,12,2018-05-06,2018-08-18,104,TRUE,FALSE,6,4,46.060925,14.515053,3,4.5,265
24070148,Entire home/apt,2,2018-04-05,2018-11-16,225,TRUE,FALSE,40,8,46.060703,14.499329,22,4.5,83
24088895,Entire home/apt,4,2018-04-02,2018-12-13,255,TRUE,FALSE,99,9,46.056506,14.518789,40,5,100
24092134,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.035503,14.512672,0,\N,71
24100933,Entire home/apt,8,2018-05-31,2018-11-25,178,TRUE,FALSE,16,7,46.046162,14.472534,3,5,96
24115367,Entire home/apt,2,2018-04-19,2018-11-11,206,TRUE,FALSE,41,8,46.045507,14.503517,22,4.5,50
24115794,Entire home/apt,5,2018-07-08,2018-11-03,118,TRUE,FALSE,7,3,46.036292,14.515724,1,\N,50
24120291,Private room,1,2018-04-15,2018-11-12,211,TRUE,FALSE,7,5,46.057234,14.521786,1,\N,32
24135823,Entire home/apt,1,,,0,FALSE,TRUE,0,0,46.060562,14.534177,0,\N,196
24147161,Entire home/apt,3,,,0,FALSE,TRUE,0,0,46.064081,14.523175,4,4.5,96
24172549,Entire home/apt,4,2018-04-24,2018-10-01,160,TRUE,FALSE,32,7,46.043925,14.504618,15,5,71
24172932,Entire home/apt,2,2018-04-19,2018-10-24,188,TRUE,FALSE,19,7,46.045953,14.505118,6,4.5,56
24213706,Entire home/apt,4,2018-04-13,2018-06-01,49,FALSE,FALSE,3,2,46.053463,14.508775,3,4.5,105
24225626,Entire home/apt,3,2018-07-30,2018-07-30,0,FALSE,TRUE,1,1,46.057779,14.513328,0,\N,91
24227237,Entire home/apt,2,2018-04-22,2018-10-03,164,TRUE,FALSE,47,7,46.044462,14.503885,19,4.5,60
24227787,Entire home/apt,5,2018-04-20,2018-12-03,227,TRUE,FALSE,36,9,46.072156,14.48351,16,5,63
24227898,Entire home/apt,2,2018-04-22,2018-09-27,158,TRUE,FALSE,41,6,46.045783,14.505172,21,4.5,55
24265311,Entire home/apt,4,2018-04-29,2018-07-17,79,FALSE,FALSE,4,3,46.052917,14.508784,2,\N,103
24294040,Private room,2,2018-10-28,2018-10-28,0,FALSE,TRUE,1,1,46.044719,14.497395,0,\N,47
24294339,Private room,4,2018-10-21,2018-10-21,0,FALSE,TRUE,1,1,46.044903,14.497343,0,\N,43
24296233,Private room,4,,,0,FALSE,TRUE,0,0,46.044299,14.495724,0,\N,54
24296247,Entire home/apt,4,,,0,FALSE,TRUE,0,0,46.098648,14.518819,0,\N,181
24296622,Private room,4,2018-04-27,2018-10-13,169,TRUE,FALSE,3,3,46.044301,14.496933,1,\N,54
24296899,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.047438,14.501567,3,5,109
24301113,Entire home/apt,4,2018-04-26,2018-12-05,223,TRUE,FALSE,54,9,46.05604,14.503561,14,5,65
24307483,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.127291,14.472226,7,5,61
24319331,Private room,2,2018-05-14,2018-12-04,204,TRUE,FALSE,15,7,46.049062,14.497441,5,5,36
24332222,Entire home/apt,2,2018-05-01,2018-12-09,222,TRUE,FALSE,27,8,46.06533,14.522841,10,5,44
24339145,Entire home/apt,4,2018-04-15,2018-09-21,159,TRUE,FALSE,26,5,46.061304,14.522772,20,4.5,76
24339631,Entire home/apt,8,2018-05-28,2018-11-26,182,TRUE,FALSE,12,6,46.046724,14.471303,5,4.5,96
24339846,Entire home/apt,6,2018-05-13,2018-12-03,204,TRUE,FALSE,8,5,46.046191,14.472435,2,\N,96
24339937,Entire home/apt,2,2018-05-11,2018-11-21,194,TRUE,FALSE,30,7,46.052593,14.51118,12,5,55
24340994,Entire home/apt,4,2018-04-22,2018-10-12,173,TRUE,FALSE,27,7,46.052468,14.508355,10,4.5,72
24341013,Entire home/apt,8,2018-06-11,2018-11-07,149,TRUE,FALSE,14,5,46.070085,14.505732,4,5,193
24341591,Entire home/apt,4,2018-10-14,2018-10-14,0,FALSE,TRUE,1,1,46.072018,14.497252,0,\N,67
24343300,Entire home/apt,4,2018-04-20,2018-12-05,229,TRUE,FALSE,57,9,46.044346,14.511244,12,5,59
24344836,Entire home/apt,2,,,0,FALSE,TRUE,0,0,46.087006,14.511108,8,4.5,15
24363238,Entire home/apt,4,2018-06-07,2018-12-09,185,TRUE,FALSE,51,6,46.038332,14.491365,11,5,52
24364893,Entire home/apt,4,2018-05-02,2018-11-26,208,TRUE,FALSE,49,7,46.028691,14.492116,12,5,48
24365499,Entire home/apt,3,2018-04-29,2018-07-22,84,FALSE,FALSE,2,2,46.049687,14.505158,1,\N,83
24403042,Entire home/apt,4,2018-06-04,2018-11-04,153,TRUE,FALSE,21,6,46.050613,14.509226,5,5,115
24411751,Entire home/apt,4,2018-04-30,2018-12-02,216,TRUE,FALSE,15,9,46.053005,14.503504,5,5,78
24426828,Entire home/apt,3,2018-05-09,2018-12-09,214,TRUE,FALSE,80,8,46.092712,14.516517,21,5,44
